TurnType,RoadType,EnvType,VisibilityConditions,PedestrianLevel,TrafficLevel,DayNight,WeatherConditions,Speed_limit,New_Speed_Limit
Straight,Wide,Residential,High,Low,Low,Night,Clear,60,200.85
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,60,79.66
Straight,Wide,Highway,High,Moderate,Low,Day,Clear,60,120.8
Straight,Medium,Residential,High,High,Moderate,Night,Clear,60,155.44
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,Low,Low,Low,Night,Rain,60,370.55
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Intersection,Wide,Highway,High,Moderate,Moderate,Night,Clear,60,210.21
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Rain,60,343.44
Straight,Medium,Highway,High,Low,Low,Day,unknown,60,85.52
Gentle turn,Medium,Highway,High,Low,Low,Day,Rain,60,133.33
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Intersection,Medium,Highway,High,High,Moderate,Night,Clear,60,175.53
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,Low,Moderate,Low,Night,Rain,60,412.46
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Gentle turn,Medium,Highway,High,High,Moderate,Night,Clear,60,158.95
Intersection,Medium,Highway,Low,Low,Moderate,Day,Clear,60,143.98
Straight,Medium,Highway,High,Low,Low,Night,Clear,60,137.1
Straight,Medium,Residential,Low,Moderate,Moderate,Day,Clear,60,141.92
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Residential,High,Low,Low,Night,Clear,60,147.67
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Gentle turn,Medium,Highway,High,High,Moderate,Day,Clear,60,92.51
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,High,Moderate,Day,Clear,60,83.99
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.81
Straight,Medium,Residential,High,High,Moderate,Day,Clear,60,90.47
Straight,Medium,Highway,Low,Moderate,High,Night,unknown,60,336.36
Straight,Medium,Residential,Low,Low,Low,Night,Clear,60,263.1
Straight,Medium,Highway,High,Moderate,Low,Night,Rain,60,231.51
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Gentle turn,Medium,Highway,Low,Low,Moderate,Day,Rain,60,197.8
Intersection,Medium,Residential,Low,Low,Moderate,Night,Clear,60,266.46
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Moderate,Low,Day,Clear,60,88.82
Intersection,Medium,Highway,High,Low,Low,Night,Clear,60,166.76
Straight,Medium,Residential,Low,Low,Moderate,Night,Rain,60,332.34
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,60,224.02
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Moderate,Moderate,Night,Clear,60,139.96
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,60,79.66
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Straight,Narrow,Highway,High,Low,Moderate,Day,Fogg,60,157.06
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,60,125.74
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Moderate,Day,,60,71.21
Straight,Medium,Highway,Low,High,Moderate,Night,Clear,60,257.11
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Moderate,Low,Night,Clear,60,152.6
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,,Highway,Low,Low,Low,Night,Rain,60,372.36
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,Medium,Residential,Low,Moderate,Low,Night,Clear,60,292.85
Straight,Medium,Highway,Low,Low,Low,Day,Rain,60,215.66
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Rain,60,339.85
Straight,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,112.19
Straight,Medium,Highway,High,Low,Moderate,Night,Clear,60,114.16
Sharp turn,,Residential,High,Low,Low,Night,Clear,60,180.6
Intersection,Medium,Highway,High,Low,Moderate,Night,Clear,60,138.85
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Intersection,Medium,Highway,Low,Moderate,Moderate,Night,Rain,60,417.74
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Sharp turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,90.0
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,226.38
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Straight,Medium,Residential,High,Low,Low,Night,Rain,60,224.03
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,Low,High,Low,Night,Clear,60,308.78
Straight,Medium,Residential,Low,Low,Low,Night,Clear,60,263.1
Gentle turn,Medium,Highway,High,Moderate,Low,Day,Clear,60,97.83
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,60,100.58
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Gentle turn,Medium,Highway,High,Moderate,Moderate,Night,Clear,60,139.96
Straight,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,112.19
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,60,90.36
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,Low,High,Moderate,Night,Clear,60,257.11
Straight,Medium,Residential,Low,Moderate,Low,Night,Rain,60,444.27
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Straight,Wide,Residential,Low,Moderate,Moderate,Night,Rain,60,503.14
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Residential,High,Low,Moderate,Day,Rain,60,108.57
Straight,Medium,Residential,High,High,Moderate,Day,Rain,60,137.25
Straight,Medium,Residential,High,Moderate,Moderate,Day,Fogg,60,126.49
Straight,Medium,Highway,Low,High,Low,Night,Clear,60,308.78
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Residential,Low,Low,Moderate,Day,Rain,60,213.05
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,60,100.58
Straight,Medium,Highway,Low,High,Low,Night,Clear,60,308.78
Straight,Medium,Residential,High,Moderate,Moderate,Day,Rain,60,120.85
Intersection,Medium,Residential,High,Moderate,Moderate,Day,Clear,60,96.89
Gentle turn,Medium,Highway,Low,Moderate,Low,Night,Clear,60,299.47
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Straight,Medium,Residential,High,High,High,Day,Clear,60,125.41
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Sharp turn,Medium,Residential,High,High,Moderate,Day,Clear,60,110.1
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,60,111.02
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,60,90.36
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.81
Sharp turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,90.0
Straight,Medium,Highway,High,High,Low,Night,Clear,60,173.31
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,78.83
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,89.95
Straight,Medium,Residential,High,Low,Low,Day,unknown,60,92.12
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Residential,High,Moderate,High,Day,Rain,60,167.52
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,60,224.02
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Rain,60,165.27
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,249.36
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Straight,Wide,Highway,High,Moderate,Moderate,Day,Rain,60,152.59
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Intersection,Medium,Highway,Low,Low,Moderate,Day,unknown,60,154.31
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,Medium,Residential,Low,Low,Low,Day,Clear,60,153.12
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,78.83
Straight,Medium,Highway,High,Low,Moderate,Day,,60,71.21
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,High,Low,Low,Night,Clear,60,137.1
Straight,Medium,Highway,High,Moderate,Low,Day,Clear,60,88.82
Straight,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,112.19
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Rain,60,119.58
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Low,Day,Rain,60,121.05
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,89.95
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,City,High,Moderate,Moderate,Day,Clear,60,98.1
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,60,203.38
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Sharp turn,Medium,Highway,High,Low,Low,Day,Clear,60,97.11
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,60,125.74
Sharp turn,Medium,Highway,Low,Low,Moderate,Night,Fogg,60,393.05
Sharp turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,275.52
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Residential,High,Low,Low,Day,Rain,60,130.39
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Moderate,Day,Fogg,60,105.5
Intersection,Wide,Highway,High,Low,Moderate,Day,Clear,60,109.91
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,60,87.89
Straight,Medium,Highway,Low,Low,Moderate,Night,Rain,60,308.54
Straight,Medium,Residential,High,Low,Low,Day,Rain,60,130.39
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Rain,60,122.67
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Straight,Medium,Highway,High,High,Moderate,Day,Clear,60,83.99
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Intersection,Medium,Highway,High,Moderate,Moderate,Night,Clear,60,154.56
Straight,Medium,Residential,High,Low,Low,Day,Rain,60,130.39
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,High,Low,Low,Day,Rain,60,121.05
Intersection,Medium,Highway,High,Low,Moderate,Day,,60,86.61
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,249.36
Sharp turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,87.1
Gentle turn,Medium,Highway,High,High,Moderate,Day,Clear,60,92.51
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.86
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,60,94.67
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Intersection,Wide,Residential,Low,Low,Low,Night,Clear,60,435.25
Straight,Medium,Residential,Low,High,Moderate,Day,Clear,60,161.18
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,89.95
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,249.36
Straight,Medium,Residential,Low,Moderate,Low,Night,Clear,60,292.85
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.81
Gentle turn,Medium,Highway,Low,Low,Low,Night,Clear,60,269.04
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,78.83
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,123.58
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Sharp turn,Medium,Residential,High,Low,Low,Day,Clear,60,104.6
Straight,Wide,Highway,High,Low,Low,Day,Rain,60,164.64
Straight,Medium,Highway,High,Moderate,Moderate,Night,Clear,60,127.07
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Moderate,High,Day,Clear,60,112.92
Straight,Medium,Residential,High,Low,Moderate,Day,Rain,60,108.57
Straight,Medium,Highway,Low,Low,Low,Day,Rain,60,215.66
Straight,Medium,Highway,High,High,Moderate,Day,Clear,60,83.99
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,60,100.79
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,60,80.81
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,60,79.66
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,123.58
Straight,Wide,Highway,High,Low,Low,Night,Clear,60,186.47
Straight,Medium,Residential,High,Moderate,Moderate,Day,unknown,60,85.38
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Intersection,Medium,Highway,High,Low,Low,Day,Clear,60,97.05
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Highway,Low,Low,Low,Day,Clear,60,142.16
Straight,Narrow,Residential,High,Moderate,High,Day,Clear,60,164.39
Straight,Medium,Highway,Low,Low,Low,Night,unknown,60,261.79
Straight,Medium,Residential,Low,Moderate,Moderate,Night,Clear,60,243.85
Intersection,Medium,Highway,High,Low,Moderate,Day,Fogg,60,128.33
Sharp turn,Wide,Highway,High,Low,Moderate,Night,Clear,60,188.96
Straight,Medium,Residential,High,Low,Low,Night,Clear,60,147.67
Straight,Medium,Residential,High,Low,Low,Day,Clear,60,85.95
Straight,Medium,Highway,High,Low,Low,Night,Clear,60,137.1
Straight,Medium,Residential,Low,Low,Low,Night,unknown,60,281.99
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Wide,Highway,Low,Low,High,Night,Clear,60,383.46
Sharp turn,Medium,Highway,High,Moderate,Low,Day,Clear,60,108.09
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Rain,60,133.11
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,60,226.38
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,60,99.53
Straight,Medium,Highway,Low,Moderate,Moderate,Night,unknown,60,242.64
Straight,Medium,Residential,High,Moderate,High,Day,Rain,60,167.52
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Sharp turn,Medium,Highway,High,Low,Moderate,Night,Clear,60,138.93
Sharp turn,Medium,Highway,High,Moderate,Moderate,Night,Rain,60,234.61
Straight,Medium,Highway,Low,Low,Moderate,Night,Rain,60,308.54
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,78.83
Straight,Medium,Highway,Low,Moderate,Moderate,Day,unknown,60,141.22
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Intersection,Medium,Highway,High,Low,Moderate,Day,unknown,60,86.61
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,60,125.74
Straight,Medium,Highway,High,Low,Low,Day,Clear,60,79.79
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Fogg,60,116.21
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Residential,Low,Low,Moderate,Day,Clear,60,127.5
Straight,Medium,Highway,High,High,Moderate,Day,Clear,60,83.99
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,60,224.02
Gentle turn,Narrow,Highway,High,Moderate,Moderate,Day,Clear,60,121.26
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,60,71.56
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,Low,Low,Low,Night,Rain,60,370.55
Straight,Narrow,Residential,High,Moderate,Moderate,Day,Clear,60,118.58
Gentle turn,Medium,City,High,Low,Low,Day,Clear,60,105.84
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,60,87.89
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,60,66.44
Sharp turn,Medium,Residential,High,Low,Moderate,Day,Clear,60,87.1
Straight,Medium,Residential,High,Low,Low,Night,Rain,60,224.03
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
Straight,Medium,Highway,High,Low,Low,Day,Rain,60,121.05
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,60,73.18
Sharp turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,90.0
Straight,Medium,Highway,High,Low,Moderate,Night,Clear,60,114.16
Straight,Medium,Highway,Low,Moderate,Low,Night,Rain,60,412.46
Straight,Medium,Highway,High,Low,Low,Night,Clear,60,137.1
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,73.95
Straight,Medium,Highway,Low,Moderate,Low,Night,Clear,60,271.88
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Rain,60,136.46
Straight,Medium,Highway,Low,Low,Low,Night,Clear,60,244.25
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,60,81.46
